code,laboratoire,nom,dci,dosage,unite_dosage,forme,presentation,ppv,ph,ppv_br,princeps_generique,classe_therapeutique,taux_remboursement_cnss
6118000140641,NOVOPHARMA,NOVOCLIN 250MG/31.25MG,ACIDE CLAVULANIQUE, 31.25,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 12 SACHET,42.90,26.80,42.90,A,PENICILLINE,70
6118000140368,NOVOPHARMA,NOVOCLIN 500MG/62.5MG,AMOXICILLINE,500 ,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 12 SACHET,74.60,46.60,74.60,A,PENICILLINE,70
6118000140368,NOVOPHARMA,NOVOCLIN 500MG/62.5MG,ACIDE CLAVULANIQUE, 62.5,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 12 SACHET,74.60,46.60,74.60,A,PENICILLINE,70
6118001121564,LAPROPHAN,NOVOEIGHT 250 UI,TUROCTOCOG ALFA,250,UI,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON DE LYOPHILYSAT + SERINGUE PRE REMPLIE DE SOLVANT,1799.00,1543.00,,A,FACTEUR SANGUIN DE LA COAGULATION,0
6118001121571,LAPROPHAN,NOVOEIGHT 500 UI,TUROCTOCOG ALFA,500,UI,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON DE POUDRE + SERINGUE PREREMPLIE DE SOLVANT,3470.00,3160.00,,A,FACTEUR SANGUIN DE LA COAGULATION,0
6118001120314,LAPROPHAN,NOVOFEM,NORETHISTERONE, 1,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,119.00,78.70,,A,OESTROGENE,0
6118001120314,LAPROPHAN,NOVOFEM,ESTRADIOL,1 ,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,119.00,78.70,,A,OESTROGENE,0
6118001121298,LAPROPHAN/NOVONORDISK,NOVOMIX 30 FLEXPEN,INSULINE HUMAINE,100,UI,SUSPENSION INJECTABLE INTERMEDIAIRE,5 STYLO 3 ML,559.00,372.00,559.00,C,INSULINES ET ANALOGUES,70
6118001120390,LAPROPHAN/NOVONORDISK,NOVOMIX 30 PENFILL,INSULINE HUMAINE,100,UI,SUSPENSION INJECTABLE INTERMEDIAIRE,5 CARTOUCHE 3 ML,489.00,325.00,489.00,C,INSULINES ET ANALOGUES,70
6118001120345,LAPROPHAN,NOVONORM,REPAGLINIDE,2,MG,COMPRIME,1 BOITE 30 COMPRIME,57.60,36.00,57.60,A,ANTIDIABETIQUES,70
6118001120376,LAPROPHAN,NOVONORM,REPAGLINIDE,2,MG,COMPRIME,1 BOITE 90 COMPRIME,196.50,122.80,153.40,A,ANTIDIABETIQUES,70
6118001120369,LAPROPHAN,NOVONORM,REPAGLINIDE,1,MG,COMPRIME,1 BOITE 90 COMPRIME,177.50,110.90,148.20,A,ANTIDIABETIQUES,70
6118001120338,LAPROPHAN,NOVONORM,REPAGLINIDE,1,MG,COMPRIME,1 BOITE 30 COMPRIME,52.50,32.80,52.50,A,ANTIDIABETIQUES,70
6118000311348,PHARMED,NOVOPRED 20 MG,PREDNISOLONE,20,MG,COMPRIME EFFERVESCENT,1 BOITE 20 COMPRIME EFFERVESCENT,40.00,25.00,40.00,A,ANTI-INFLAMMATOIRE STEROIDIEN,70
6118000311331,PHARMED,NOVOPRED 5 MG,PREDNISOLONE,5,MG,COMPRIME EFFERVESCENT,1 BOITE 30 COMPRIME EFFERVESCENT,23.00,14.40,23.00,A,ANTI-INFLAMMATOIRE STEROIDIEN,70
6118001121304,LAPROPHAN/NOVONORDISK,NOVORAPID FLEXPEN,INSULINE HUMAINE,100,UI,SOLUTION INJECTABLE UR,5 STYLO 3 ML,571.00,379.00,571.00,C,INSULINES ET ANALOGUES,70
6118001120383,LAPROPHAN/NOVONORDISK,NOVORAPID PENFILL,INSULINE HUMAINE,100,UI,SOLUTION INJECTABLE UR,5 CARTOUCHE 3 ML,497.00,330.00,497.00,C,INSULINES ET ANALOGUES,70
6118000141136,NOVOPHARMA,NOVORTAN,IRBESARTAN,300,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,145.00,90.60,145.00,A,ANTIHYPERTENSEUR,70
6118000141129,NOVOPHARMA,NOVORTAN,IRBESARTAN,150,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,116.00,72.50,116.00,A,ANTIHYPERTENSEUR,70
6118000141242,NOVOPHARMA,NOVORTAN PLUS 150 MG/ 12.5 MG,IRBESARTAN,150 ,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,129.80,81.10,129.80,A,ANTIHYPERTENSEUR,70
6118000141242,NOVOPHARMA,NOVORTAN PLUS 150 MG/ 12.5 MG,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,129.80,81.10,129.80,A,ANTIHYPERTENSEUR,70
6118000141259,NOVOPHARMA,NOVORTAN PLUS 300 MG/ 12.5 MG,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,158.20,98.90,158.20,A,ANTIHYPERTENSEUR,70
6118000141259,NOVOPHARMA,NOVORTAN PLUS 300 MG/ 12.5 MG,IRBESARTAN,300 ,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,158.20,98.90,158.20,A,ANTIHYPERTENSEUR,70
6118000141266,NOVOPHARMA,NOVORTAN PLUS 300 MG/ 25 MG,HYDROCHLOROTHIAZIDE, 25,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,160.90,100.50,160.90,A,ANTIHYPERTENSEUR,70
6118000141266,NOVOPHARMA,NOVORTAN PLUS 300 MG/ 25 MG,IRBESARTAN,300 ,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,160.90,100.50,160.90,A,ANTIHYPERTENSEUR,70
6118000141273,NOVOPHARMA,NOVOSAR 160 MG,VALSARTAN,160,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,140.00,87.50,140.00,A,ANTIHYPERTENSEUR,70
6118000141235,NOVOPHARMA,NOVOSAR 80 MG,VALSARTAN,80,MG,COMPRIME PELLICULE SECABLE,1 BOITE 30 COMPRIME PELLICULE SECABLE,100.00,62.50,100.00,A,ANTIHYPERTENSEUR,70
6118000141372,NOVOPHARMA,NOVOSAR PLUS 160MG/25MG,VALSARTAN,160 ,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,133.00,83.20,133.00,A,ANTIHYPERTENSEUR,70
6118000141372,NOVOPHARMA,NOVOSAR PLUS 160MG/25MG,HYDROCHLOROTHIAZIDE, 25,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,133.00,83.20,133.00,A,ANTIHYPERTENSEUR,70
6118000141365,NOVOPHARMA,NOVOSAR PLUS 80MG/12.5MG,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE SECABLE,1 BOITE 30 COMPRIME PELLICULE SECABLE,95.00,59.40,95.00,A,ANTIHYPERTENSEUR,70
6118000141365,NOVOPHARMA,NOVOSAR PLUS 80MG/12.5MG,VALSARTAN,80 ,MG,COMPRIME PELLICULE SECABLE,1 BOITE 30 COMPRIME PELLICULE SECABLE,95.00,59.40,95.00,A,ANTIHYPERTENSEUR,70
6118001121205,LAPROPHAN,NOVOSEVEN 120 KUI *,EPTACOG ALPHA ACTIVE ( R FVII),2.4,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 KIT,14149.00,13852.00,14149.00,A,FACTEUR DE COAGULATION,70
6118001121212,LAPROPHAN,NOVOSEVEN 240 KUI *,EPTACOG ALPHA ACTIVE ( R FVII),4.8,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 KIT,27870.00,27304.00,27870.00,A,FACTEUR DE COAGULATION,70
6118001121199,LAPROPHAN,NOVOSEVEN 60 KUI *,EPTACOG ALPHA ACTIVE ( R FVII),1.2,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 KIT,7288.00,7040.00,7288.00,A,FACTEUR DE COAGULATION,70
6118001121427,LAPROPHAN,NOVOSEVEN RT 1MG (50KUI),EPTACOG ALPHA ACTIVE ( R FVII),1,MG,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON DE POUDRE + FLACON DE SOLVANT,6398.00,6174.00,6398.00,A,FACTEUR DE COAGULATION,70
6118001121434,LAPROPHAN,NOVOSEVEN RT 2MG (100KUI),EPTACOG ALPHA ACTIVE ( R FVII),1,MG,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON DE POUDRE + FLACON DE SOLVANT,12396.00,12161.00,12396.00,A,FACTEUR DE COAGULATION,70
6118001121441,LAPROPHAN,NOVOSEVEN RT 5MG (250KUI),EPTACOG ALPHA ACTIVE ( R FVII),1,MG,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON DE POUDRE + FLACON DE SOLVANT,25429.00,24938.00,,A,FACTEUR DE COAGULATION,0
6118010138522,AFRIC-PHAR,NOVOTER,FLUOCINOLONE,1,%,CREME,1 TUBE 30 G,25.50,15.90,,A,ANTI-INFLAMMATOIRE STEROIDIEN,0
6118010138539,AFRIC-PHAR,NOVOTER,FLUOCINOLONE,1,%,CREME,1 TUBE 60 G,45.90,28.60,,A,ANTI-INFLAMMATOIRE STEROIDIEN,0
6118000023203,SOTHEMA,NOXIDEM 10 MG,ZOLPIDEM,10,MG,COMPRIME PELLICULE SECABLE,1 BOITE 20 COMPRIME PELLICULE SECABLE,42.00,26.20,42.00,A,HYPNOTIQUE,70
6118000060482,AVENTIS,NOZINAN,LEVOMEPROMAZINE,100,MG,COMPRIME PELLICULE SECABLE,1 BOITE 20 COMPRIME,53.50,33.50,37.50,A,NEUROLEPTIQUE,70
6118001080564,AVENTIS,NOZINAN,LEVOMEPROMAZINE,25,MG,SOLUTION INJECTABLE,5 AMPOULE 1 ML,23.00,14.40,23.00,A,NEUROLEPTIQUE,70
6118000013365,MAPHAR,NOZINAN,LEVOMEPROMAZINE,100,MG,COMPRIME PELLICULE SECABLE,1 BOITE 20 COMPRIME PELLICULE SECABLE,53.50,33.50,37.50,A,NEUROLEPTIQUE,70
6118000013358,MAPHAR,NOZINAN,LEVOMEPROMAZINE,25,MG,COMPRIME PELLICULE SECABLE,1 BOITE 20 COMPRIME PELLICULE SECABLE,15.10,9.50,15.10,A,NEUROLEPTIQUE,70
6118001186037,MAPHAR,NOZINAN,LEVOMEPROMAZINE,4,%,SOLUTION POUR GOUTTES BUVABLES,1 FLACON 30 ML,36.00,22.50,36.00,A,NEUROLEPTIQUE,70
6118001080557,AVENTIS,NOZINAN,LEVOMEPROMAZINE,4,%,SOLUTION POUR GOUTTES BUVABLES,1 FLACON 30 ML,36.00,22.50,36.00,A,NEUROLEPTIQUE,70
6118001182961,MAPHAR,NOZINAN,LEVOMEPROMAZINE,25,MG,SOLUTION INJECTABLE,5 AMPOULE 1 ML,23.00,14.40,23.00,A,NEUROLEPTIQUE,70
6118000060475,AVENTIS,NOZINAN,LEVOMEPROMAZINE,25,MG,COMPRIME PELLICULE SECABLE,1 BOITE 20 COMPRIME,15.10,9.50,15.10,A,NEUROLEPTIQUE,70
6118010139055,SOTHEMA,NPLATE,ROMIPLOSTIM,250,µG,POUDRE POUR SOLUTION INJECTABLE,1 FLACON 5 ML,6373.00,6149.00,,A,HEMOSTATIQUE SYSTEMIQUE,0
6118010139062,SOTHEMA,NPLATE,ROMIPLOSTIM,500,µG,POUDRE POUR SOLUTION INJECTABLE,1 FLACON 5 ML,13453.00,13197.00,,A,HEMOSTATIQUE SYSTEMIQUE,0
6118001090907,BHC,NUBEQA,DAROLUTAMIDE,300,MG,COMPRIME PELLICULE,1 BOITE 112 COMPRIME PELLICULE,26810.00,26292.00,26810.00,,ANTINEOPLASIQUE ET IMMUNOMODULATEUR,0
6118001250776,SUN PHARMACEUTICALS MOROCCO LLC,NUPENTIN,GABAPENTINE,300,MG,GELULE,1 BOITE 30 GELULE,92.70,57.90,92.70,A,ANTIEPILEPTIQUE ANTICONVULSIVANT,0
6118001250813,SUN PHARMACEUTICALS MOROCCO LLC,NUPENTIN,GABAPENTINE,400,MG,GELULE,1 BOITE 60 GELULE,216.00,135.40,216.00,A,ANTIEPILEPTIQUE ANTICONVULSIVANT,0
6118001250806,SUN PHARMACEUTICALS MOROCCO LLC,NUPENTIN,GABAPENTINE,400,MG,GELULE,1 BOITE 30 GELULE,114.00,71.30,114.00,A,ANTIEPILEPTIQUE ANTICONVULSIVANT,0
6118001250820,SUN PHARMACEUTICALS MOROCCO LLC,NUPENTIN,GABAPENTINE,400,MG,GELULE,1 BOITE 90 GELULE,315.00,209.00,315.00,A,ANTIEPILEPTIQUE ANTICONVULSIVANT,0
6118001250790,SUN PHARMACEUTICALS MOROCCO LLC,NUPENTIN,GABAPENTINE,300,MG,GELULE,1 BOITE 90 GELULE,257.00,161.00,257.00,A,ANTIEPILEPTIQUE ANTICONVULSIVANT,0
6118001250783,SUN PHARMACEUTICALS MOROCCO LLC,NUPENTIN,GABAPENTINE,300,MG,GELULE,1 BOITE 60 GELULE,176.20,110.10,176.20,A,ANTIEPILEPTIQUE ANTICONVULSIVANT,0
6118000091325,PHARMA 5,NURABOL,CYPROHEPTADINE,4,MG/5ML,SIROP,1 FLACON 125 ML,11.30,7.10,11.30,N,ANTIHISTAMINIQUE H1,0
6118000090519,PHARMA 5,NURABOL,CYPROHEPTADINE,4,MG,COMPRIME,1 BOITE 30 COMPRIME,14.20,8.90,14.20,N,ANTIHISTAMINIQUE H1,0
6118000090502,PHARMA 5,NURABOL,CYPROHEPTADINE,2,MG/5ML,SIROP,1 FLACON 125 ML,9.10,5.70,9.10,N,ANTIHISTAMINIQUE H1,0
6118000090526,PHARMA 5,NURAVIT,CYPROHEPTADINE,0.080,G ,SIROP,1 FLACON 125 ML,19.60,12.30,19.60,N,ANTIHISTAMINIQUE H1/VITAMINES,0
6118000093701,PHARMA 5,NURAVIT,THIAMINE,15,MG,COMPRIME PELLICULE,1 BOITE 15 COMPRIME PELLICULE,28.70,17.90,28.70,A,ANTIHISTAMINIQUE H1/VITAMINES,0
6118000090526,PHARMA 5,NURAVIT,RIBOFLAVINE,0.015,G ,SIROP,1 FLACON 125 ML,19.60,12.30,19.60,N,ANTIHISTAMINIQUE H1/VITAMINES,0
6118000093701,PHARMA 5,NURAVIT,RIBOFLAVINE,5,MG,COMPRIME PELLICULE,1 BOITE 15 COMPRIME PELLICULE,28.70,17.90,28.70,A,ANTIHISTAMINIQUE H1/VITAMINES,0
6118000093701,PHARMA 5,NURAVIT,CYPROHEPTADINE,4,MG,COMPRIME PELLICULE,1 BOITE 15 COMPRIME PELLICULE,28.70,17.90,28.70,A,ANTIHISTAMINIQUE H1/VITAMINES,0
6118000090526,PHARMA 5,NURAVIT,THIAMINE,0.012,G ,SIROP,1 FLACON 125 ML,19.60,12.30,19.60,N,ANTIHISTAMINIQUE H1/VITAMINES,0
6118000090526,PHARMA 5,NURAVIT,ACIDE ASCORBIQUE,0.400,G ,SIROP,1 FLACON 125 ML,19.60,12.30,19.60,N,ANTIHISTAMINIQUE H1/VITAMINES,0
6118000093701,PHARMA 5,NURAVIT,NICOTINAMIDE,50,MG,COMPRIME PELLICULE,1 BOITE 15 COMPRIME PELLICULE,28.70,17.90,28.70,A,ANTIHISTAMINIQUE H1/VITAMINES,0
6118000093701,PHARMA 5,NURAVIT,ACIDE ASCORBIQUE,200,MG,COMPRIME PELLICULE,1 BOITE 15 COMPRIME PELLICULE,28.70,17.90,28.70,A,ANTIHISTAMINIQUE H1/VITAMINES,0
6118000090526,PHARMA 5,NURAVIT,NICOTINAMIDE,0.100,G ,SIROP,1 FLACON 125 ML,19.60,12.30,19.60,N,ANTIHISTAMINIQUE H1/VITAMINES,0
6118000093701,PHARMA 5,NURAVIT,PYRIDOXINE,10,MG,COMPRIME PELLICULE,1 BOITE 15 COMPRIME PELLICULE,28.70,17.90,28.70,A,ANTIHISTAMINIQUE H1/VITAMINES,0
6118000090526,PHARMA 5,NURAVIT,PYRIDOXINE,0.012,G ,SIROP,1 FLACON 125 ML,19.60,12.30,19.60,N,ANTIHISTAMINIQUE H1/VITAMINES,0
6118000180715,SYNTHEMEDIC,NURODOL,IBUPROFENE,100,MG,SUSPENSION BUVABLE,1 FLACON 200 ML,17.70,11.10,17.70,N,ANTI-INFLAMMATOIRE NON STEROIDIEN,70
6118000180722,SYNTHEMEDIC,NURODOL,IBUPROFENE,200,MG,COMPRIME ENROBE,1 BOITE 20 COMPRIME,15.90,9.90,15.90,N,ANTI-INFLAMMATOIRE NON STEROIDIEN,70
6118000180906,SYNTHEMEDIC,NURODOL 400 MG,IBUPROFENE,400,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,28.00,17.50,28.00,C,ANTI-INFLAMMATOIRE NON STEROIDIEN,70
6118001185924,MAPHAR,NUVARING,ETONOGESTREL,11.7,MG,ANNEAU POUR USAGE VAGINAL,1 BOITE 1 SACHET,129.90,81.20,129.90,A,CONTRACEPTIF,0
6118001185924,MAPHAR,NUVARING,ETHINYLESTRADIOL,2.7,MG,ANNEAU POUR USAGE VAGINAL,1 BOITE 1 SACHET,129.90,81.20,129.90,A,CONTRACEPTIF,0
6118010141126,GENPHARMA,NUVIVAX,TADALAFIL,20,MG,COMPRIME ENROBE,1 BOITE 4 COMPRIME ENROBE,181.30,113.30,181.30,A,DYSFONCTIONNEMENT ERECTILE,0
6118010141133,GENPHARMA,NUVIVAX,TADALAFIL,20,MG,COMPRIME ENROBE,1 BOITE 8 COMPRIME ENROBE,343.00,228.00,343.00,A,DYSFONCTIONNEMENT ERECTILE,0
6118010141065,GENPHARMA,NUVIVAX,TADALAFIL,10,MG,COMPRIME ENROBE,1 BOITE 1 COMPRIME ENROBE,37.40,23.40,37.40,A,DYSFONCTIONNEMENT ERECTILE,0
6118010141096,GENPHARMA,NUVIVAX,TADALAFIL,10,MG,COMPRIME ENROBE,1 BOITE 8 COMPRIME ENROBE,230.00,144.30,230.00,A,DYSFONCTIONNEMENT ERECTILE,0
6118010141089,GENPHARMA,NUVIVAX,TADALAFIL,10,MG,COMPRIME ENROBE,1 BOITE 4 COMPRIME ENROBE,121.50,75.90,121.50,A,DYSFONCTIONNEMENT ERECTILE,0
6118010141119,GENPHARMA,NUVIVAX,TADALAFIL,20,MG,COMPRIME ENROBE,1 BOITE 2 COMPRIME ENROBE,101.80,63.70,101.80,A,DYSFONCTIONNEMENT ERECTILE,0
6118010141072,GENPHARMA,NUVIVAX,TADALAFIL,10,MG,COMPRIME ENROBE,1 BOITE 2 COMPRIME ENROBE,65.80,41.10,65.80,A,DYSFONCTIONNEMENT ERECTILE,0
6118010141102,GENPHARMA,NUVIVAX,TADALAFIL,20,MG,COMPRIME ENROBE,1 BOITE 1 COMPRIME ENROBE,56.10,35.00,56.10,A,DYSFONCTIONNEMENT ERECTILE,0
6118001271566,ZENITH PHARMA,O-LINE 10 MG,OLANZAPINE,10,MG,COMPRIME ORODISPERSIBLE,1 BOITE 28 COMPRIME ORODISPERSIBLE,254.00,158.90,254.00,A,NEUROLEPTIQUE,70
6118001271559,ZENITH PHARMA,O-LINE 10 MG,OLANZAPINE,10,MG,COMPRIME ORODISPERSIBLE,1 BOITE 14 COMPRIME ORODISPERSIBLE,149.50,93.10,149.50,A,NEUROLEPTIQUE,70
6118001271542,ZENITH PHARMA,O-LINE 10 MG,OLANZAPINE,10,MG,COMPRIME ORODISPERSIBLE,1 BOITE 7 COMPRIME ORODISPERSIBLE,74.80,46.70,74.80,A,NEUROLEPTIQUE,70
6118001271573,ZENITH PHARMA,O-LINE 15MG,OLANZAPINE,15,MG,COMPRIME ORODISPERSIBLE,1 BOITE 7 COMPRIME ORODISPERSIBLE,97.10,60.70,97.10,A,NEUROLEPTIQUE,70
6118001271580,ZENITH PHARMA,O-LINE 15MG,OLANZAPINE,15,MG,COMPRIME ORODISPERSIBLE,1 BOITE 14 COMPRIME ORODISPERSIBLE,170.90,106.80,170.90,A,NEUROLEPTIQUE,70
6118001271597,ZENITH PHARMA,O-LINE 15MG,OLANZAPINE,15,MG,COMPRIME ORODISPERSIBLE,1 BOITE 28 COMPRIME ORODISPERSIBLE,310.00,206.00,310.00,A,NEUROLEPTIQUE,70
6118001271603,ZENITH PHARMA,O-LINE 20 MG,OLANZAPINE,20,MG,COMPRIME ORODISPERSIBLE,1 BOITE 7 COMPRIME ORODISPERSIBLE,141.80,88.60,141.80,A,NEUROLEPTIQUE,70
6118001271627,ZENITH PHARMA,O-LINE 20MG,OLANZAPINE,20,MG,COMPRIME ORODISPERSIBLE,1 BOITE 28 COMPRIME ORODISPERSIBLE,463.00,308.00,463.00,A,NEUROLEPTIQUE,70
6118001271610,ZENITH PHARMA,O-LINE 20MG,OLANZAPINE,20,MG,COMPRIME ORODISPERSIBLE,1 BOITE 14 COMPRIME ORODISPERSIBLE,276.00,172.60,276.00,A,NEUROLEPTIQUE,70
6118001271511,ZENITH PHARMA,O-LINE 5 MG,OLANZAPINE,5,MG,COMPRIME ORODISPERSIBLE,1 BOITE 7 COMPRIME ORODISPERSIBLE,42.90,26.80,42.90,A,NEUROLEPTIQUE,70
6118001271535,ZENITH PHARMA,O-LINE 5MG,OLANZAPINE,5,MG,COMPRIME ORODISPERSIBLE,1 BOITE 28 COMPRIME ORODISPERSIBLE,146.00,91.20,146.00,A,NEUROLEPTIQUE,70
6118001271528,ZENITH PHARMA,O-LINE 5MG,OLANZAPINE,5,MG,COMPRIME ORODISPERSIBLE,1 BOITE 14 COMPRIME ORODISPERSIBLE,91.10,56.80,91.10,A,NEUROLEPTIQUE,70
6118000022305,SOTHEMA,OCET 200 MG,OFLOXACINE,200,MG,COMPRIME ENROBE,1 BOITE 2 COMPRIME ENROBE,34.60,21.60,34.60,A,FLUOROQUINOLONE,70
6118000022329,SOTHEMA,OCET 200MG,OFLOXACINE,200,MG,COMPRIME ENROBE,1 BOITE 20 COMPRIME ENROBE,100.90,63.10,100.90,A,FLUOROQUINOLONE,70
6118000022312,SOTHEMA,OCET 200MG,OFLOXACINE,200,MG,COMPRIME ENROBE,1 BOITE 10 COMPRIME ENROBE,55.00,34.40,55.00,A,FLUOROQUINOLONE,70
6118001050963,ROCHE,OCREVUS,OCRELIZUMAB,300,MG/ML,SOLUTION A DILUER POUR PERFUSION,1 BOITE 1 FLACON,42099.00,41282.00,,A,IMMUNOSUPPRESSEUR,0
6118001330270,AMANYS PHARMA,OCTAFIX 100 UI/ML,FACTEUR IX,100,UI,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON DE POUDRE + 5 ML DE SOLVANT,2488.00,2150.00,2488.00,A,FACTEUR DE COAGULATION,70
6118001330287,AMANYS PHARMA,OCTAFIX 100 UI/ML,FACTEUR IX,100,UI,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON DE POUDRE + 10 ML DE SOLVANT,4577.00,4300.00,4577.00,A,FACTEUR DE COAGULATION,70
6118001330188,AMANYS PHARMA,OCTAGAM 100 MG/ML,IMMUNOGLOBULINE HUMAINE NORMALE,100,MG/ML,SOLUTION POUR PERFUSION,1 FLACON 50 ML,2880.00,2553.00,2880.00,A,IMMUNOGLOBULINE ET IMMUNOSERUM,70
6118001330195,AMANYS PHARMA,OCTAGAM 100 MG/ML,IMMUNOGLOBULINE HUMAINE NORMALE,100,MG/ML,SOLUTION POUR PERFUSION,1 FLACON 100 ML,5361.00,5107.00,5361.00,A,IMMUNOGLOBULINE ET IMMUNOSERUM,70
6118001330201,AMANYS PHARMA,OCTAGAM 100 MG/ML,IMMUNOGLOBULINE HUMAINE NORMALE,100,MG/ML,SOLUTION POUR PERFUSION,1 FLACON 200 ML,10323.00,10128.00,10323.00,A,IMMUNOGLOBULINE ET IMMUNOSERUM,70
6118001330164,AMANYS PHARMA,OCTAGAM 50 MG/ML,IMMUNOGLOBULINE HUMAINE NORMALE,50,MG/ML,SOLUTION POUR PERFUSION,1 FLACON 100 ML,2851.00,2523.00,2851.00,A,IMMUNOGLOBULINE ET IMMUNOSERUM,70
6118001330171,AMANYS PHARMA,OCTAGAM 50 MG/ML,IMMUNOGLOBULINE HUMAINE NORMALE,50,MG/ML,SOLUTION POUR PERFUSION,1 FLACON 200 ML,5302.00,5046.00,5302.00,A,IMMUNOGLOBULINE ET IMMUNOSERUM,70
6118001330034,POLYMEDIC,OCTANATE 100 UI/ML,FACTEUR VIII,1000,UI,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON DE POUDRE + FLACON DE SOLVANT,3577.00,3271.00,3577.00,A,FACTEUR SANGUIN DE LA COAGULATION,70
6118001330010,POLYMEDIC,OCTANATE 50 UI/ML,FACTEUR VIII,250,UI,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON DE POUDRE + FLACON DE SOLVANT,1071.00,794.00,1071.00,A,FACTEUR SANGUIN DE LA COAGULATION,70
6118001330027,POLYMEDIC,OCTANATE 50 UI/ML,FACTEUR VIII,500,UI,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON DE POUDRE + FLACON DE SOLVANT,1752.00,1495.00,1752.00,A,FACTEUR SANGUIN DE LA COAGULATION,70
6118001330157,AMANYS PHARMA,OCTAPLAS LG 45-70 MG/ML,PROTEINES PLASMATIQUES HUMAINES,45 ,MG/ML,SOLUTION POUR PERFUSION,1 POCHE 200 ML,1394.00,1126.00,,A,SUBSTITUT DU PLASMA,0
6118001330300,AMANYS PHARMA,OCTAPLEX 500 UI, FACTEUR IX DE COAGULATION HUMAIN ,,NA,POUDRE ET SOLVANT POUR SOLUTION POUR PERFUSION,1 BOITE 1 FLACON DE POUDRE + 20 ML DE SOLVANT,2806.00,2477.00,2806.00,A,FACTEURS DE LA COAGULATION EN ASSOCIATION,70
6118001330300,AMANYS PHARMA,OCTAPLEX 500 UI, PROTEINE S,,NA,POUDRE ET SOLVANT POUR SOLUTION POUR PERFUSION,1 BOITE 1 FLACON DE POUDRE + 20 ML DE SOLVANT,2806.00,2477.00,2806.00,A,FACTEURS DE LA COAGULATION EN ASSOCIATION,70
6118001330300,AMANYS PHARMA,OCTAPLEX 500 UI,FACTEUR II ,500,UI,POUDRE ET SOLVANT POUR SOLUTION POUR PERFUSION,1 BOITE 1 FLACON DE POUDRE + 20 ML DE SOLVANT,2806.00,2477.00,2806.00,A,FACTEURS DE LA COAGULATION EN ASSOCIATION,70
6118001330300,AMANYS PHARMA,OCTAPLEX 500 UI,FACTEUR X ,,NA,POUDRE ET SOLVANT POUR SOLUTION POUR PERFUSION,1 BOITE 1 FLACON DE POUDRE + 20 ML DE SOLVANT,2806.00,2477.00,2806.00,A,FACTEURS DE LA COAGULATION EN ASSOCIATION,70
6118001330300,AMANYS PHARMA,OCTAPLEX 500 UI,FACTEUR VII ,,NA,POUDRE ET SOLVANT POUR SOLUTION POUR PERFUSION,1 BOITE 1 FLACON DE POUDRE + 20 ML DE SOLVANT,2806.00,2477.00,2806.00,A,FACTEURS DE LA COAGULATION EN ASSOCIATION,70
6118001330300,AMANYS PHARMA,OCTAPLEX 500 UI, PROTEINE C ,,NA,POUDRE ET SOLVANT POUR SOLUTION POUR PERFUSION,1 BOITE 1 FLACON DE POUDRE + 20 ML DE SOLVANT,2806.00,2477.00,2806.00,A,FACTEURS DE LA COAGULATION EN ASSOCIATION,70
