nom,dosage,forme,substance_active,classe_therapeutique,epi_laboratoire,statut_commercialisation,statut_amm,presentation,pp_gn,ppv,ph,pfht,tva,lien_rcp_naf,join_key
ACLAV,2 G / 200 MG,POUDRE POUR PREPARATION INJECTABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON,GN,43.0,26.9,25.59,0,,ACLAV|2G200MG|POUDREPOURPREPARATIONINJECTABLE
ACLAV,500 MG / 50 MG,POUDRE POUR PREPARATION INJECTABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON,GN,18.7,11.7,11.11,0,,ACLAV|500MG50MG|POUDREPOURPREPARATIONINJECTABLE
ACLAV,"500 MG / 62,5 MG",POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 12,GN,74.6,46.6,44.43,0,,ACLAV|500MG62.5MG|POUDREPOURSUSPENSIONBUVABLE
ACLAV,"500 MG / 62,5 MG",POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 16,GN,99.5,62.2,59.24,0,,ACLAV|500MG62.5MG|POUDREPOURSUSPENSIONBUVABLE
ACLAV,"500 MG / 62,5 MG",POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 24,GN,113.5,71.0,67.59,0,,ACLAV|500MG62.5MG|POUDREPOURSUSPENSIONBUVABLE
ACLAV,250 MG / 5 ML,POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,PHARMA 5,AMM sans prix,AMM ENREGISTREE,FLACON DE 60 ML,GN,,,,0,,ACLAV|250MG5ML|POUDREPOURSUSPENSIONBUVABLE
ACLAV,500 MG / 125 MG,COMPRIME,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,PHARMA 5,AMM sans prix,AMM ENREGISTREE,BOITE DE 12,GN,,,,0,,ACLAV|500MG125MG|COMPRIME
ACLAV,"500 MG / 62,5 MG",POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,PHARMA 5,Commercialisé AO / Export,AMM ENREGISTREE,BOITE DE 14,GN,,,,0,,ACLAV|500MG62.5MG|POUDREPOURSUSPENSIONBUVABLE
ACNO,10 MG,CAPSULE MOLLE,ISOTRETINOINE,,ZENITH PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 10,GN,55.8,34.8,31.04,0,,ACNO|10MG|CAPSULEMOLLE
ACNO,10 MG,CAPSULE MOLLE,ISOTRETINOINE,,ZENITH PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 20,GN,106.1,66.1,59.02,0,,ACNO|10MG|CAPSULEMOLLE
ACNO,10 MG,CAPSULE MOLLE,ISOTRETINOINE,DERMATOLOGIE-VENEROLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,142.1,88.8,84.56,0,,ACNO|10MG|CAPSULEMOLLE
ACNO,10 MG,CAPSULE MOLLE,ISOTRETINOINE,,ZENITH PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 60,GN,288.0,191.0,170.57,0,,ACNO|10MG|CAPSULEMOLLE
ACNO,20 MG,CAPSULE MOLLE,ISOTRETINOINE,,ZENITH PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 10,GN,106.2,66.2,59.08,0,,ACNO|20MG|CAPSULEMOLLE
ACNO,20 MG,CAPSULE MOLLE,ISOTRETINOINE,,ZENITH PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 20,GN,202.0,125.9,112.43,0,,ACNO|20MG|CAPSULEMOLLE
ACNO,20 MG,CAPSULE MOLLE,ISOTRETINOINE,DERMATOLOGIE-VENEROLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,269.0,179.1,170.57,0,,ACNO|20MG|CAPSULEMOLLE
ACNO,20 MG,CAPSULE MOLLE,ISOTRETINOINE,DERMATOLOGIE-VENEROLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 60,GN,497.0,330.0,314.59,0,,ACNO|20MG|CAPSULEMOLLE
ACNO,30 MG,CAPSULE MOLLE,ISOTRETINOINE,,ZENITH PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 10,GN,140.4,87.5,78.1,0,,ACNO|30MG|CAPSULEMOLLE
ACNO,30 MG,CAPSULE MOLLE,ISOTRETINOINE,,ZENITH PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 20,GN,250.0,156.3,139.52,0,,ACNO|30MG|CAPSULEMOLLE
ACNO,30 MG,CAPSULE MOLLE,ISOTRETINOINE,DERMATOLOGIE-VENEROLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,348.0,231.0,220.79,0,,ACNO|30MG|CAPSULEMOLLE
ACNO,30 MG,CAPSULE MOLLE,ISOTRETINOINE,,ZENITH PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 60,GN,656.0,435.0,388.6,0,,ACNO|30MG|CAPSULEMOLLE
ACOL,1000 MG,COMPRIME PELLICULE,METFORMINE,ENDOCRINOLOGIE-METABOLISME,PHARMED,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,18.3,11.4,10.9,0,,ACOL|1000MG|COMPRIMEPELLICULE
ACOL,1000 MG,COMPRIME PELLICULE,METFORMINE,ENDOCRINOLOGIE-METABOLISME,PHARMED,Commercialisé,AMM ENREGISTREE,BOITE DE 60,GN,32.2,20.1,19.18,0,,ACOL|1000MG|COMPRIMEPELLICULE
ACOL,1000 MG,COMPRIME PELLICULE,METFORMINE,ENDOCRINOLOGIE-METABOLISME,PHARMED,AMM sans prix,AMM ENREGISTREE,BOITE DE 90,GN,,,,0,,ACOL|1000MG|COMPRIMEPELLICULE
ACONCEPT,1.5 MG,COMPRIME PELLICULE,LEVONORGESTREL,GYNECOLOGIE-OBSTETRIQUE-CONTRACEPTION,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,BOITE UNITAIRE,GN,60.5,37.8,36.0,0,,ACONCEPT|1.5MG|COMPRIMEPELLICULE
ACRIPTEGA,50 MG / 300 MG / 300 MG,COMPRIMES PELLICULES,DOLUTEGRAVIR SODIQUE // LAMIVUDINE // TENOFOVIR DISPROXIL FUMARATE,INFECTIOLOGIE-PARASITOLOGIE,VIATRIS PHARMACEUTICALS,AMM sans prix,AMM ENREGISTREE,BOITE D'UN FLACON DE 30,GN,,,,0,,ACRIPTEGA|50MG300MG300MG|COMPRIMESPELLICULES
ACT HIB,"10 ΜG / 0,5 ML",POUDRE POUR PREPARATION INJECTABLE,VACCIN HAEMOPHILUS TYPE B CONJUGUE 10ΜG,VACCINS,SANOFI AVENTIS,Commercialisé,AMM ENREGISTREE,BOITE DE 1 SERINGUE,VACCIN,143.0,89.4,85.11,0,,ACTHIB|10G0.5ML|POUDREPOURPREPARATIONINJECTABLE
ACTACEPT,10 MG,COMPRIME PELLICULE,DONEPEZIL,NEUROLOGIE,POLYMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,373.0,248.0,236.61,0,,ACTACEPT|10MG|COMPRIMEPELLICULE
ACTACEPT,5 MG,COMPRIME PELLICULE,DONEPEZIL,NEUROLOGIE,POLYMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,233.0,146.0,139.1,0,,ACTACEPT|5MG|COMPRIMEPELLICULE
ACTAPULGITE,3 G,POUDRE POUR SUSPENSION BUVABLE,ATTAPULGITE DE MORMOIRON ACTIVEE,GASTROENTEROLOGIE-HEPATOLOGIE,MAPHAR,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,22.2,13.9,13.24,0,,ACTAPULGITE|3G|POUDREPOURSUSPENSIONBUVABLE
ACTAPULGITE NOURRISSONS,1 G,POUDRE POUR SUSPENSION BUVABLE,ATTAPULGITE DE MORMOIRON ACTIVEE,GASTROENTEROLOGIE-HEPATOLOGIE,MAPHAR,Non Commercialisé,AMM ENREGISTREE,BOITE DE 20,PP,20.3,12.7,12.07,0,,ACTAPULGITENOURRISSONS|1G|POUDREPOURSUSPENSIONBUVABLE
ACTEMRA,200 MG / 10 ML,SOLUTION A DILUER POUR PERFUSION,TOCILIZUMAB,CANCEROLOGIE,ROCHE,Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON DE 20 ML,PP,2848.0,2520.0,2400.0,0,,ACTEMRA|200MG10ML|SOLUTIONADILUERPOURPERFUSION
ACTEMRA,400 MG / 20 ML,SOLUTION A DILUER POUR PERFUSION,TOCILIZUMAB,CANCEROLOGIE,ROCHE,Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON DE 20 ML,PP,5296.0,5040.0,4800.0,0,,ACTEMRA|400MG20ML|SOLUTIONADILUERPOURPERFUSION
ACTEMRA,80 MG / 4 ML,SOLUTION A DILUER POUR PERFUSION,TOCILIZUMAB,CANCEROLOGIE,ROCHE,Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON DE 10 ML,PP,1279.0,1008.0,960.0,0,,ACTEMRA|80MG4ML|SOLUTIONADILUERPOURPERFUSION
ACTEMRA,"162 MG / 0,9 ML",SOLUTION POUR INJECTION SOUS CUTANEE,TOCILIZUMAB,CANCEROLOGIE,ROCHE,Commercialisé,AMM ENREGISTREE,BOITE DE 4 SERINGUES PRE REMPLIES,PP,6826.0,6615.0,6300.0,0,,ACTEMRA|162MG0.9ML|SOLUTIONPOURINJECTIONSOUSCUTANEE
ACTI 5,-,SOLUTION BUVABLE,DEANOL PIDOLATE // MAGNESIUM PARAAMINOBENZOATE // VITAMINE C (ACIDE ASCORBIQUE),,COOPER PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 30 AMPOULES,,63.0,39.2,35.05,0,,ACTI5||SOLUTIONBUVABLE
ACTICARBINE,70 MG,COMPRIME DRAGEFIE,CHARBON ACTIVE // PAPAVERINE (CHLORHYDRATE ),GASTROENTEROLOGIE-HEPATOLOGIE,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 42,PP,22.9,14.3,13.63,0,,ACTICARBINE|70MG|COMPRIMEDRAGEFIE
ACTICARBINE,70 MG,COMPRIME DRAGEFIE,CHARBON ACTIVE // PAPAVERINE (CHLORHYDRATE ),GASTROENTEROLOGIE-HEPATOLOGIE,SOTHEMA,Commercialisé,AMM ENREGISTREE,BOITE DE 84,PP,43.8,27.4,26.09,0,,ACTICARBINE|70MG|COMPRIMEDRAGEFIE
ACTIFED,-,SOLUTION BUVABLE,PSEUDOEPHEDRINE (CHLORHYDRATE) // TRIPROLIDINE (CHLORHYDRATE),PNEUMOLOGIE-ALLERGOLOGIE,GSK,Retiré du Marché,AMM RETIREE,FLACON DE 100 ML,PP,,,,0,,ACTIFED||SOLUTIONBUVABLE
ACTIFED,-,COMPRIME,PSEUDOEPHEDRINE (CHLORHYDRATE) // TRIPROLIDINE (CHLORHYDRATE),PNEUMOLOGIE-ALLERGOLOGIE,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 20,PP,,,,0,,ACTIFED||COMPRIME
ACTIFED RHUME,"60 / 2,5 MG",COMPRIME,PSEUDOEPHEDRINE (CHLORHYDRATE) // TRIPROLIDINE (CHLORHYDRATE),,GSK,Retiré du Marché,AMM RETIREE,BOITE DE 20,,17.0,10.6,9.46,0,,ACTIFEDRHUME|602.5MG|COMPRIME
ACTISOUFRE,4 MG,SOLUTION BUVABLE,SULFURE DE SODIUM,PNEUMOLOGIE-ALLERGOLOGIE,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30 AMPOULES DE 10 ML,PP,46.4,29.0,27.65,0,,ACTISOUFRE|4MG|SOLUTIONBUVABLE
ACTIVAROL C 100,"0,003 MG / 0,1 MG / 0,250 MG / 0,050 MG",SOLUTION BUVABLE,HEMATOPORPHYRINE //VITAMINE C (ACIDE ASCORBIQUE) // ACIDE AMINO ACETIQUE // EXTRAIT (AMINE DE LEVURE),NUTRITION-METABOLISME-SOLUTES DE PERFUSION,LAPROPHAN,Non Commercialisé,AMM ENREGISTREE,BOITE DE 24 AMPOULES DE 5 ML,PP,28.6,17.9,17.02,0,,ACTIVAROLC100|0.003MG0.1MG0.250MG0.050MG|SOLUTIONBUVABLE
ACTIVAROL C 500,"0,006 MG / 0,5 MG / 0,5 MG / 0,1 MG",SOLUTION BUVABLE,HEMATOPORPHYRINE //VITAMINE C (ACIDE ASCORBIQUE) // ACIDE AMINO ACETIQUE // EXTRAIT (AMINE DE LEVURE),NUTRITION-METABOLISME-SOLUTES DE PERFUSION,LAPROPHAN,Non Commercialisé,AMM ENREGISTREE,BOITE DE 24 AMPOULES DE 10 ML,PP,58.8,36.7,34.99,0,,ACTIVAROLC500|0.006MG0.5MG0.5MG0.1MG|SOLUTIONBUVABLE
ACTONEL,5 MG,COMPRIME PELLICULE,RISEDRONATE (MONOSODIQUE),,SANOFI AVENTIS,Retiré du Marché,AMM RETIREE,BOITE DE 28,PP,296.0,184.6,164.86,0,,ACTONEL|5MG|COMPRIMEPELLICULE
ACTONEL ONCE-A-WEEK,35 MG,COMPRIME,RISEDRONATE (MONOSODIQUE),,SANOFI AVENTIS,Retiré du Marché,AMM RETIREE,BOITE DE 4,PP,293.0,182.9,163.29,0,,ACTONELONCEAWEEK|35MG|COMPRIME
ACTONEL PLUS CALCIUM D,35 MG + 1000 MG / 880 UI,COMPRIME PELLICULE ET GRANULE EFFERVESCENT,RISEDRONATE (MONOSODIQUE) // CALCIUM (CARBONATE) // VITAMINE D3 (CHOLECALCIFEROL),,SANOFI AVENTIS,Retiré du Marché,AMM RETIREE,BOITE DE 4,PP,340.0,225.0,201.51,0,,ACTONELPLUSCALCIUMD|35MG1000MG880UI|COMPRIMEPELLICULEETGRANULEEFFERVESCENT
ACTRAPID HM,100 UI / ML,SOLUTION INJECTABLE,INSULINE HUMAINE BIOGENETIQUE (RAPIDE),ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON DE 10 ML,PP,186.0,116.2,110.72,0,,ACTRAPIDHM|100UIML|SOLUTIONINJECTABLE
ACTRAPID HM PENFILL,100 UI / ML,SOLUTION INJECTABLE,INSULINE HUMAINE BIOGENETIQUE (RAPIDE),ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,Non Commercialisé,AMM ENREGISTREE,BOITE DE 5 CARTOUCHES 3 ML,PP,350.0,232.0,221.76,0,,ACTRAPIDHMPENFILL|100UIML|SOLUTIONINJECTABLE
ACUCARB,150 MG,SOLUTION POUR PERFUSION,CARBOPLATINE,CANCEROLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,FLACON DE 15 ML,GN,408.0,271.0,258.3,0,,ACUCARB|150MG|SOLUTIONPOURPERFUSION
ACUCARB,450 MG,SOLUTION POUR PERFUSION,CARBOPLATINE,CANCEROLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,FLACON DE 45 ML,GN,906.0,602.0,573.93,0,,ACUCARB|450MG|SOLUTIONPOURPERFUSION
ACUILIX,"12,5 / 20 MG",COMPRIME,QUINAPRIL // HYDROCHLOROTHIAZIDE,,PFIZER,Retiré du Marché,AMM RETIREE,BOITE DE 28,PP,64.5,40.3,38.42,0,,ACUILIX|12.520MG|COMPRIME
ACULAR,0.005,COLLYRE,KETOROLAC TROMETHAMINE,OPHTALMOLOGIE,AFRIC PHAR,Non Commercialisé,AMM ENREGISTREE,FLACON DE 5 ML,PP,36.3,22.7,21.64,0,,ACULAR|0.005|COLLYRE
ACUPAN,20 MG / 2 ML,SOLUTION INJECTABLE,NEFOPAM,ANESTHESIE-REANIMATION,BIOCODEX MAROC,Commercialisé,AMM ENREGISTREE,BOITE DE 5 AMPOULE DE 2 ML,PP,47.6,29.7,28.31,0,,ACUPAN|20MG2ML|SOLUTIONINJECTABLE
ACUPAXIL-30,30 MG,SOLUTION POUR PERFUSION,PACLITAXEL,CANCEROLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,FLACON DE 5 ML,GN,430.0,285.0,272.16,0,,ACUPAXIL30|30MG|SOLUTIONPOURPERFUSION
ACUVAIL,0.0045,COLLYRE EN SOLUTION,KETOROLAC TROMETHAMINE,OPHTALMOLOGIE,AFRIC PHAR,Non Commercialisé,AMM ENREGISTREE,"BOITE DE 30 RECIPIENTS UNIDOSE DE 0,4 ML",PP,127.5,79.7,75.9,0,,ACUVAIL|0.0045|COLLYREENSOLUTION
ADACEL POLIO,-,SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE,VACCIN ( DIPHTERIE // TETANOS // COQUELUCHE ACELLULAIRE ),VACCINS,SANOFI AVENTIS,Commercialisé,AMM ENREGISTREE,BOITE DE 1,VACCIN,332.0,220.0,210.35,0,,ADACELPOLIO||SOLUTIONINJECTABLEENSERINGUEPREREMPLIE
ADALATE,10 MG,CAPSULE MOLLE,NIFEDIPINE,,BAYER,Retiré du Marché,AMM RETIREE,BOITE DE 100,PP,103.9,64.9,61.85,0,,ADALATE|10MG|CAPSULEMOLLE
ADALATE,10 MG,CAPSULE MOLLE,NIFEDIPINE,,BAYER,Retiré du Marché,AMM RETIREE,BOITE DE 30,PP,36.0,22.5,21.4,0,,ADALATE|10MG|CAPSULEMOLLE
ADALATE RETARD,20 MG,COMPRIME PELLICULE,NIFEDIPINE,,BAYER,Retiré du Marché,AMM RETIREE,BOITE DE 20,PP,50.8,31.7,30.24,0,,ADALATERETARD|20MG|COMPRIMEPELLICULE
ADALATE RETARD,20 MG,COMPRIME PELLICULE,NIFEDIPINE,,BAYER,Retiré du Marché,AMM RETIREE,BOITE DE 50,PP,114.0,71.2,67.85,0,,ADALATERETARD|20MG|COMPRIMEPELLICULE
ADANCOR,10 MG,COMPRIME SECABLE,NICORANDIL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,72.8,45.5,43.34,0,,ADANCOR|10MG|COMPRIMESECABLE
ADANCOR,20 MG,COMPRIME,NICORANDIL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,138.6,86.6,82.5,0,,ADANCOR|20MG|COMPRIME
ADENOL LP,10 MG,COMPRIME A LIBERATION PROLONGEE,ALFUZOSINE (CHLORHYDRATE),UROLOGIE-NEPHROLOGIE,SYNTHEMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 10,GN,53.4,33.4,31.82,0,,ADENOLLP|10MG|COMPRIMEALIBERATIONPROLONGEE
ADENOL LP,10 MG,COMPRIME A LIBERATION PROLONGEE,ALFUZOSINE (CHLORHYDRATE),UROLOGIE-NEPHROLOGIE,SYNTHEMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,137.9,86.2,82.09,0,,ADENOLLP|10MG|COMPRIMEALIBERATIONPROLONGEE
ADENOSINE SP,3 MG / ML,SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE DE 2 ML,ADENOSINE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,AMANYS PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 10,GN,380.0,253.0,240.98,0,,ADENOSINESP|3MGML|SOLUTIONINJECTABLEENSERINGUEPREREMPLIEDE2ML
ADENURIC,80 MG,COMPRIME PELLICULE,FEBUXOSTAT,RHUMATOLOGIE,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 28,PP,272.0,170.6,162.45,0,,ADENURIC|80MG|COMPRIMEPELLICULE
ADENURIC,120 MG,COMPRIME PELLICULE,FEBUXOSTAT,RHUMATOLOGIE,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 28,PP,272.0,170.6,162.45,0,,ADENURIC|120MG|COMPRIMEPELLICULE
ADEPAL,"0,15 MG / 0,03 MG ET 0,20 MG / 0,04 MG",COMPRIME ENROBE,LEVONORGESTREL // ETHINYLESTRADIOL,GYNECOLOGIE-OBSTETRIQUE-CONTRACEPTION,MAPHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 21,PP,13.0,8.1,7.73,0,,ADEPAL|0.15MG0.03MGET0.20MG0.04MG|COMPRIMEENROBE
ADEPAL,"0,15 MG / 0,03 MG ET 0,20 MG / 0,04 MG",COMPRIME ENROBE,LEVONORGESTREL // ETHINYLESTRADIOL,GYNECOLOGIE-OBSTETRIQUE-CONTRACEPTION,MAPHAR,Non Commercialisé,AMM ENREGISTREE,BOITE DE 63,PP,31.1,19.4,18.52,0,,ADEPAL|0.15MG0.03MGET0.20MG0.04MG|COMPRIMEENROBE
ADEX,"2,5 MG",COMPRIME,INDAPAMIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,38.0,23.7,22.62,0,,ADEX|2.5MG|COMPRIME
ADEX LP,"1,5 MG",COMPRIME,INDAPAMIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,30.1,18.8,17.95,0,,ADEXLP|1.5MG|COMPRIME
ADFENE,200 MG,COMPRIME PELLICULE,IBUPROFENE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,COOPER PHARMA,AMM sans prix,AMM ENREGISTREE,BOITE DE 20,GN,,,,0,,ADFENE|200MG|COMPRIMEPELLICULE
ADFENE,400 MG,COMPRIME PELLICULE,IBUPROFENE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,COOPER PHARMA,AMM sans prix,AMM ENREGISTREE,BOITE DE 30,GN,,,,0,,ADFENE|400MG|COMPRIMEPELLICULE
ADFENE,400 MG / 100 ML,SOLUTION POUR PERFUSION IV,IBUPROFENE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,COOPER PHARMA,AMM sans prix,AMM ENREGISTREE,BOITE DE 5 POCHES DE 100 ML,GN,,,,0,,ADFENE|400MG100ML|SOLUTIONPOURPERFUSIONIV
ADFENE,400 MG / 100 ML,SOLUTION POUR PERFUSION IV,IBUPROFENE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,COOPER PHARMA,AMM sans prix,AMM ENREGISTREE,BOITE DE 20 POCHES DE 100 ML,GN,,,,0,,ADFENE|400MG100ML|SOLUTIONPOURPERFUSIONIV
ADFENE,600 MG,COMPRIME PELLICULE,IBUPROFENE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,COOPER PHARMA,AMM sans prix,AMM ENREGISTREE,BOITES DE 30,GN,,,,0,,ADFENE|600MG|COMPRIMEPELLICULE
ADFENE 2%,100 MG / 5 ML,SUSPENSION BUVABLE,IBUPROFENE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,COOPER PHARMA,AMM sans prix,AMM ENREGISTREE,FLACON DE 150 ML AVEC PIPETTE DOSEUSE,GN,,,,0,,ADFENE2|100MG5ML|SUSPENSIONBUVABLE
ADIZEM LP,120 MG,GELULE,DILTIAZEM (CHLORHYDRATE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GENPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,113.5,70.9,67.57,0,,ADIZEMLP|120MG|GELULE
ADIZEM LP,180 MG,GELULE,DILTIAZEM (CHLORHYDRATE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GENPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,138.0,86.2,82.14,0,,ADIZEMLP|180MG|GELULE
ADIZEM LP,240 MG,GELULE,DILTIAZEM (CHLORHYDRATE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GENPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,160.0,100.0,95.24,0,,ADIZEMLP|240MG|GELULE
ADIZEM LP,300 MG,GELULE,DILTIAZEM (CHLORHYDRATE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GENPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,175.0,109.4,104.17,0,,ADIZEMLP|300MG|GELULE
ADIZEM LP,90 MG,GELULE,DILTIAZEM (CHLORHYDRATE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GENPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,104.4,65.3,62.16,0,,ADIZEMLP|90MG|GELULE
ADMOXEL,"20 MG / 0,5 ML",SOLUTION A DILUER ET SOLVANT POUR PERFUSION,DOCETAXEL (TRIHYDRATE),CANCEROLOGIE,ISIO LABORATOIRES,Commercialisé,AMM ENREGISTREE,FLACON DE 5ML,GN,820.0,545.0,519.62,0,,ADMOXEL|20MG0.5ML|SOLUTIONADILUERETSOLVANTPOURPERFUSION
ADMOXEL,80 MG / 2 ML,SOLUTION A DILUER ET SOLVANT POUR PERFUSION,DOCETAXEL (TRIHYDRATE),CANCEROLOGIE,ISIO LABORATOIRES,Commercialisé,AMM ENREGISTREE,FLACON DE 10ML,GN,2520.0,2183.0,2079.41,0,,ADMOXEL|80MG2ML|SOLUTIONADILUERETSOLVANTPOURPERFUSION
ADO,1000 MG,COMPRIME PELLICULE,METFORMINE (CHLORHYDRATE),ENDOCRINOLOGIE-METABOLISME,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,19.9,12.4,11.85,0,,ADO|1000MG|COMPRIMEPELLICULE
ADO,1000 MG,COMPRIME PELLICULE,METFORMINE (CHLORHYDRATE),ENDOCRINOLOGIE-METABOLISME,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 60,GN,35.0,21.9,20.83,0,,ADO|1000MG|COMPRIMEPELLICULE
ADO,1000 MG,COMPRIME PELLICULE,METFORMINE (CHLORHYDRATE),ENDOCRINOLOGIE-METABOLISME,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 90,GN,43.3,27.1,25.77,0,,ADO|1000MG|COMPRIMEPELLICULE
ADO,500 MG,COMPRIME PELLICULE,METFORMINE (CHLORHYDRATE),ENDOCRINOLOGIE-METABOLISME,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 50,GN,17.5,10.9,10.42,0,,ADO|500MG|COMPRIMEPELLICULE
ADO,850 MG,COMPRIME PELLICULE,METFORMINE (CHLORHYDRATE),ENDOCRINOLOGIE-METABOLISME,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,19.0,11.9,11.31,0,,ADO|850MG|COMPRIMEPELLICULE
