nom,dosage,forme,substance_active,classe_therapeutique,epi_laboratoire,statut_commercialisation,statut_amm,presentation,pp_gn,ppv,ph,pfht,tva,lien_rcp_naf,join_key
DICLO PHARMA 5,50 MG,SUPPOSITOIRE,DICLOFENAC,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PHARMA 5,Commercialisé AO,AMM ENREGISTREE,BOITE DE 10,GN,22.4,14.0,13.35,0,,DICLOPHARMA5|50MG|SUPPOSITOIRE
DICLO PHARMA 5,75 MG / 3 ML,SOLUTION INJECTABLE,DICLOFENAC (SODIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 2 AMPOULES INJECTABLES,GN,14.0,8.7,8.34,0,,DICLOPHARMA5|75MG3ML|SOLUTIONINJECTABLE
DICLO PHARMA 5,75 MG / 3 ML,SOLUTION INJECTABLE,DICLOFENAC (SODIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 6 AMPOULES INJECTABLES,GN,39.1,24.4,23.25,0,,DICLOPHARMA5|75MG3ML|SOLUTIONINJECTABLE
DICLO PHARMA 5,25 MG,SUPPOSITOIRE,DICLOFENAC,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PHARMA 5,AMM sans prix,AMM ENREGISTREE,BOITE DE 100,GN,,,,0,,DICLOPHARMA5|25MG|SUPPOSITOIRE
DICLO PHARMA 5,50 MG,SUPPOSITOIRE,DICLOFENAC,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PHARMA 5,AMM sans prix,AMM ENREGISTREE,BOITE DE 100,GN,,,,0,,DICLOPHARMA5|50MG|SUPPOSITOIRE
DICLO PHARMA 5 RETARD,100 MG,COMPRIME,DICLOFENAC (SODIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PHARMA 5,Commercialisé AO,AMM ENREGISTREE,BOITE DE 20,GN,57.8,36.1,34.41,0,,DICLOPHARMA5RETARD|100MG|COMPRIME
DICLOBERL,100 MG,SUPPOSITOIRE,DICLOFENAC (SODIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PHI,Non Commercialisé,AMM ENREGISTREE,BOITE DE 10,GN,28.1,17.6,16.74,0,,DICLOBERL|100MG|SUPPOSITOIRE
DICLOBERL,50 MG,COMPRIME,DICLOFENAC (SODIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PHI,Non Commercialisé,AMM ENREGISTREE,BOITE DE 20,GN,30.0,18.8,17.89,0,,DICLOBERL|50MG|COMPRIME
DICLOBERL,75 MG,SOLUTION INJECTABLE,DICLOFENAC (SODIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PHI,Non Commercialisé,AMM ENREGISTREE,BOITE DE 1 AMPOULE,GN,9.1,5.7,5.4,0,,DICLOBERL|75MG|SOLUTIONINJECTABLE
DICLOCED,1 MG / ML,COLLYRE,DICLOFENAC (SODIQUE),OPHTALMOLOGIE,COOPER PHARMA,Commercialisé,AMM ENREGISTREE,BOITE D’UN FLACON DE 10ML,PP,63.5,39.7,37.83,0,,DICLOCED|1MGML|COLLYRE
DICLOFENAC MAPHAR,0.01,GEL DERMIQUE,DICLOFENAC (SODIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,MAPHAR,Non Commercialisé,AMM ENREGISTREE,TUBE DE 50 G,GN,35.0,21.9,20.86,0,,DICLOFENACMAPHAR|0.01|GELDERMIQUE
DICLOFENAC MAPHAR,50 MG,COMPRIME ENROBE,DICLOFENAC (SODIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,MAPHAR,Non Commercialisé,AMM ENREGISTREE,BOITE DE 20,GN,26.4,16.5,15.74,0,,DICLOFENACMAPHAR|50MG|COMPRIMEENROBE
DICLOMAX,25 MG,COMPRIME GASTRO-RESISTANT,DICLOFENAC,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GENPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 20,GN,16.8,10.5,10.01,0,,DICLOMAX|25MG|COMPRIMEGASTRORESISTANT
DICLOMAX,50 MG,COMPRIME GASTRO-RESISTANT,DICLOFENAC,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GENPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 20,GN,26.4,16.5,15.74,0,,DICLOMAX|50MG|COMPRIMEGASTRORESISTANT
DICLOMAX LP,100 MG,GELULE,DICLOFENAC,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GENPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 10,GN,28.8,18.0,17.13,0,,DICLOMAXLP|100MG|GELULE
DICLOMAX LP,75 MG,GELULE,DICLOFENAC,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GENPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 20,GN,47.7,29.8,28.37,0,,DICLOMAXLP|75MG|GELULE
DICLOPHARM,25 MG,COMPRIME,DICLOFENAC (SODIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PHARMA 5,Commercialisé AO,AMM ENREGISTREE,BOITE DE 30,GN,24.5,15.3,14.58,0,,DICLOPHARM|25MG|COMPRIME
DICYNONE,250 MG / 2 ML,SOLUTION INJECTABLE,ETAMSYLATE,HEMATOLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 6 AMPOULES,PP,31.6,19.8,18.82,0,,DICYNONE|250MG2ML|SOLUTIONINJECTABLE
DICYNONE,250 MG,COMPRIME,ETAMSYLATE,HEMATOLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 20,PP,34.3,21.5,20.44,0,,DICYNONE|250MG|COMPRIME
DICYNONE,500 MG,COMPRIME,ETAMSYLATE,HEMATOLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 20,PP,53.3,33.3,31.74,0,,DICYNONE|500MG|COMPRIME
DIENILLE,"2 MG / 0,03 MG",COMPRIME PELLICULE,ETHINYLESTRADIOL // DIENOGEST,GYNECOLOGIE-OBSTETRIQUE-CONTRACEPTION,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 21,GN,67.3,42.1,40.07,0,,DIENILLE|2MG0.03MG|COMPRIMEPELLICULE
DIFAL,0.01,GEL,DICLOFENAC (SODIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GALENICA,Commercialisé,AMM ENREGISTREE,TUBE DE 20 G,GN,17.1,10.7,10.19,0,,DIFAL|0.01|GEL
DIFAL,0.01,GEL,DICLOFENAC (SODIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GALENICA,Commercialisé,AMM ENREGISTREE,TUBE DE 50 G,GN,35.7,22.3,21.25,0,,DIFAL|0.01|GEL
DIFAL,100 MG,SUPPOSITOIRE,DICLOFENAC (SODIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GALENICA,Commercialisé,AMM ENREGISTREE,BOITE DE 10,GN,30.3,18.9,18.02,0,,DIFAL|100MG|SUPPOSITOIRE
DIFAL,25 MG,COMPRIME ENROBE,DICLOFENAC (SODIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GALENICA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,23.2,14.5,13.82,0,,DIFAL|25MG|COMPRIMEENROBE
DIFAL,25 MG,SUPPOSITOIRE,DICLOFENAC (SODIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GALENICA,Commercialisé,AMM ENREGISTREE,BOITE DE 10,GN,11.1,6.9,6.62,0,,DIFAL|25MG|SUPPOSITOIRE
DIFAL,50 MG,COMPRIME ENROBE,DICLOFENAC (SODIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GALENICA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,41.3,25.8,24.59,0,,DIFAL|50MG|COMPRIMEENROBE
DIFAL,75 MG,SOLUTION INJECTABLE,DICLOFENAC (SODIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GALENICA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 2 AMPOULES 3 ML,GN,14.5,9.1,8.63,0,,DIFAL|75MG|SOLUTIONINJECTABLE
DIFAL,75 MG,SOLUTION INJECTABLE,DICLOFENAC (SODIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GALENICA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 5 AMPOULES 3 ML,GN,34.1,21.3,20.32,0,,DIFAL|75MG|SOLUTIONINJECTABLE
DIFAL,75 MG,SOLUTION INJECTABLE,DICLOFENAC,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GALENICA,Commercialisé AO / Export,AMM ENREGISTREE,BOITE DE 3 AMPOULES DE 3 ML,GN,,,,0,,DIFAL|75MG|SOLUTIONINJECTABLE
DIFFERINE,0.001,CREME,ADAPALENE,DERMATOLOGIE-VENEROLOGIE,SOTHEMA,Commercialisé,AMM ENREGISTREE,TUBE DE 30 G,PP,67.8,42.4,40.35,0,,DIFFERINE|0.001|CREME
DIFFERINE,0.001,GEL,ADAPALENE,DERMATOLOGIE-VENEROLOGIE,SOTHEMA,Commercialisé,AMM ENREGISTREE,TUBE DE 30 G,PP,61.7,38.6,36.73,0,,DIFFERINE|0.001|GEL
DIFFU-K,600 MG,GELULE,CHLORURE DE POTASSIUM,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 40,GN,31.1,19.4,18.52,0,,DIFFUK|600MG|GELULE
DIFLUCAN,150 MG,GELULE,FLUCONAZOLE,INFECTIOLOGIE-PARASITOLOGIE,PFIZER,Commercialisé,AMM ENREGISTREE,BOITE DE 1,PP,53.7,33.6,31.97,0,,DIFLUCAN|150MG|GELULE
DIFLUCAN,150 MG,GELULE,FLUCONAZOLE,INFECTIOLOGIE-PARASITOLOGIE,PFIZER,Commercialisé,AMM ENREGISTREE,BOITE DE 4,PP,176.3,110.2,104.97,0,,DIFLUCAN|150MG|GELULE
DIFLUCAN,50 MG,GELULE,FLUCONAZOLE,INFECTIOLOGIE-PARASITOLOGIE,PFIZER,Commercialisé,AMM ENREGISTREE,BOITE DE 7,PP,148.4,92.7,88.33,0,,DIFLUCAN|50MG|GELULE
DIFLUCAN,50 MG,GELULE,FLUCONAZOLE,INFECTIOLOGIE-PARASITOLOGIE,PFIZER,AMM sans prix,AMM ENREGISTREE,BOITE DE 3,PP,,,,0,,DIFLUCAN|50MG|GELULE
DIFRAREL,100 MG,COMPRIME ENROBE,EXTRAIT ANTHOCYANOSIDIQUE DE MYRTILLE // BETA-CAROTENE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 20,PP,33.6,21.0,20.03,0,,DIFRAREL|100MG|COMPRIMEENROBE
DIFRAREL,-,COMPRIME ENROBE,EXTRAIT ANTHOCYANOSIDIQUE DE VACCINIUM MYRTILLUS B CAROTENE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,BIOCODEX MAROC,AMM sans prix,AMM ENREGISTREE,BOITE DE 24,PP,,,,0,,DIFRAREL||COMPRIMEENROBE
DIFRAREL E,50 MG / 50 MG,COMPRIME ENROBE,EXTRAIT ANTHOCYANOSIDIQUE DE MYRTILLE // TOCOPHEROL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 24,PP,33.0,20.6,19.64,0,,DIFRARELE|50MG50MG|COMPRIMEENROBE
DIGERVIN,20 MG,COMPRIME,FAMOTIDINE,GASTROENTEROLOGIE-HEPATOLOGIE,IBERMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 10,GN,24.2,15.1,14.4,0,,DIGERVIN|20MG|COMPRIME
DIGERVIN,20 MG,COMPRIME,FAMOTIDINE,GASTROENTEROLOGIE-HEPATOLOGIE,IBERMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 20,GN,42.6,26.6,25.34,0,,DIGERVIN|20MG|COMPRIME
DIGERVIN,40 MG,COMPRIME,FAMOTIDINE,GASTROENTEROLOGIE-HEPATOLOGIE,IBERMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 10,GN,44.4,27.7,26.42,0,,DIGERVIN|40MG|COMPRIME
DIGEST,100 MG,COMPRIME,TRIMEBUTINE (MALEATE),GASTROENTEROLOGIE-HEPATOLOGIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 20,GN,24.8,15.5,14.74,0,,DIGEST|100MG|COMPRIME
DIGEST,4.8 MG / ML,GRANULE POUR SUSPENSION BUVABLE,TRIMEBUTINE (MALEATE),GASTROENTEROLOGIE-HEPATOLOGIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,FLACON DE 250 ML,GN,24.8,15.5,14.74,0,,DIGEST|4.8MGML|GRANULEPOURSUSPENSIONBUVABLE
DIGESTINE,16 MG,GELULE,METOCLOPRAMIDE,GASTROENTEROLOGIE-HEPATOLOGIE,SOTHEMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,43.0,26.9,25.59,0,,DIGESTINE|16MG|GELULE
DIGOXINE NATIVELLE,0.05,SOLUTE BUVABLE,DIGOXINE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,FLACON DE 60 ML,PP,22.6,14.1,13.45,0,,DIGOXINENATIVELLE|0.05|SOLUTEBUVABLE
DIGOXINE NATIVELLE,"0,25 MG",COMPRIME,DIGOXINE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,25.0,15.6,14.88,0,,DIGOXINENATIVELLE|0.25MG|COMPRIME
DIGREL,75 MG,COMPRIME PELLICULE,CLOPIDOGREL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 14,GN,110.5,69.0,65.76,0,,DIGREL|75MG|COMPRIMEPELLICULE
DIGREL,75 MG,COMPRIME PELLICULE,CLOPIDOGREL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,199.4,124.6,118.67,0,,DIGREL|75MG|COMPRIMEPELLICULE
DILATOR,"2,5 MG / 2,5 ML",SOLUTION POUR INHALATION,SALBUTAMOL (SULFATE),PNEUMOLOGIE-ALLERGOLOGIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,"BOITE DE 10 RECIPIENTS DE 2,5 ML",GN,41.2,25.7,24.52,0,,DILATOR|2.5MG2.5ML|SOLUTIONPOURINHALATION
DILATOR,"2,5 MG / 2,5 ML",SOLUTION POUR INHALATION,SALBUTAMOL (SULFATE),PNEUMOLOGIE-ALLERGOLOGIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,"BOITE DE 20 RECIPIENTS DE 2,5 ML",GN,73.4,45.9,43.71,0,,DILATOR|2.5MG2.5ML|SOLUTIONPOURINHALATION
DILATOR,"2,5 MG / 2,5 ML",SOLUTION POUR INHALATION,SALBUTAMOL (SULFATE),PNEUMOLOGIE-ALLERGOLOGIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,"BOITE DE 60 RECIPIENTS DE 2,5 ML",GN,167.4,104.6,99.62,0,,DILATOR|2.5MG2.5ML|SOLUTIONPOURINHALATION
DILATOR ECOSPRAY,100 ΜG / DOSE,SUSPENSION POUR INHALATION + NEO-HALER,SALBUTAMOL (SULFATE),PNEUMOLOGIE-ALLERGOLOGIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,FLACON DE 300 DOSES,GN,63.3,42.2,37.71,0,,DILATORECOSPRAY|100GDOSE|SUSPENSIONPOURINHALATIONNEOHALER
DILATOR ECOSPRAY,100 ΜG / DOSE,SUSPENSION POUR INHALATION,SALBUTAMOL (SULFATE),PNEUMOLOGIE-ALLERGOLOGIE,CIPLA,Commercialisé,AMM ENREGISTREE,FLACON DE 300 DOSES,GN,55.0,34.4,32.74,0,,DILATORECOSPRAY|100GDOSE|SUSPENSIONPOURINHALATION
DILATREND,25 MG,COMPRIME,CARVEDILOL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,125.0,78.1,74.42,0,,DILATREND|25MG|COMPRIME
DILATREND,"6,25 MG",COMPRIME,CARVEDILOL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,71.1,44.4,42.3,0,,DILATREND|6.25MG|COMPRIME
DILOVAC,25 MG,COMPRIME SECABLE,CARVEDILOL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,AFRIC PHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,72.8,45.5,43.33,0,,DILOVAC|25MG|COMPRIMESECABLE
DILOVAC,"6,25 MG",COMPRIME SECABLE,CARVEDILOL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,AFRIC PHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,31.2,19.5,18.57,0,,DILOVAC|6.25MG|COMPRIMESECABLE
DILRENE LP,300 MG,GELULE,DILTIAZEM (CHLORHYDRATE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,SYNTHEMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,139.2,87.0,82.86,0,,DILRENELP|300MG|GELULE
DIMAZOL,10 MG,COMPRIME,CARBIMAZOLE,ENDOCRINOLOGIE-METABOLISME,PROMOPHARM,Commercialisé,AMM ENREGISTREE,BOITE DE 50,GN,44.8,28.0,26.7,0,,DIMAZOL|10MG|COMPRIME
DIMETANE EXPECTORANT ADULTE,-,SIROP,PHOLCODINE // PROMPHENIRAMINE (MALEATE) // NEOSYNEPHRINE (CHLORHYDRATE) // GAIACOLATE DE GLYCERYLE // BENZOATE (DE SODIUM),,SYNTHEMEDIC,Retiré du Marché,AMM RETIREE,FLACON DE 150 ML,GN,16.4,10.2,9.74,0,,DIMETANEEXPECTORANTADULTE||SIROP
DIMETANE EXPECTORANT ENFANT,-,SIROP,BROMPHENIRAMINE (MALEATE) // GUAIFENESINE // BENZOATE DE SODIUM,PNEUMOLOGIE-ALLERGOLOGIE,SYNTHEMEDIC,Non Commercialisé,AMM ENREGISTREE,FLACON DE 125 ML,GN,10.6,6.6,6.34,0,,DIMETANEEXPECTORANTENFANT||SIROP
DINEX,100 MG,COMPRIME POUR SUSPENSION BUVABLE,DIDANOSINE,INFECTIOLOGIE-PARASITOLOGIE,COOPER PHARMA,Commercialisé AO,AMM ENREGISTREE,BOITE DE 60,GN,204.0,127.6,121.49,0,,DINEX|100MG|COMPRIMEPOURSUSPENSIONBUVABLE
DINOCIN,500 UG,POUDRE LYOPHILISEE POUR INJECTION,DACTINOMYCINE,CANCEROLOGIE,ERGO MAROC,AMM sans prix,AMM ENREGISTREE,BOITE DE 1 FLACON,GN,,,,0,,DINOCIN|500UG|POUDRELYOPHILISEEPOURINJECTION
DIOVENOR,300 MG,COMPRIME PELLICULE,DIOSMINE,,MAPHAR,Retiré du Marché,AMM RETIREE,BOITE DE 15,PP,35.6,22.2,19.8,0,,DIOVENOR|300MG|COMPRIMEPELLICULE
DIOVENOR,600 MG,COMPRIME PELLICULE,DIOSMINE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,MAPHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,124.8,78.0,74.32,0,,DIOVENOR|600MG|COMPRIMEPELLICULE
DIPICOR,10 MG,COMPRIME,AMLODIPINE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,AFRIC PHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,75.9,47.5,45.2,0,,DIPICOR|10MG|COMPRIME
DIPICOR,10 MG,COMPRIME,AMLODIPINE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,AFRIC PHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 60,GN,150.1,93.8,89.35,0,,DIPICOR|10MG|COMPRIME
DIPICOR,5 MG,COMPRIME,AMLODIPINE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,AFRIC PHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,51.8,32.3,30.81,0,,DIPICOR|5MG|COMPRIME
DIPICOR,5 MG,COMPRIME,AMLODIPINE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,AFRIC PHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 60,GN,99.0,61.9,58.93,0,,DIPICOR|5MG|COMPRIME
DIPREZAR,"50 MG / 12,5 MG",COMPRIME PELLICULE,LOSARTAN POTASSIQUE // HYDROCHLOROTHIAZIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,BOTTU,Non Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,106.7,66.7,63.53,0,,DIPREZAR|50MG12.5MG|COMPRIMEPELLICULE
DIPREZAR,"50 MG / 12,5 MG",COMPRIME PELLICULE,LOSARTAN // HYDROCHLOROTHIAZIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,114.3,71.5,68.07,0,,DIPREZAR|50MG12.5MG|COMPRIMEPELLICULE
DIPREZAR,"50 MG / 12,5 MG",COMPRIME PELLICULE,LOSARTAN // HYDROCHLOROTHIAZIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,BOTTU,Commercialisé AO,AMM ENREGISTREE,BOITE DE 90,GN,308.0,204.0,194.94,0,,DIPREZAR|50MG12.5MG|COMPRIMEPELLICULE
DIPREZAR FORT,100 MG / 25 MG,COMPRIME PELLICULE,LOSARTAN POTASSIQUE // HYDROCHLOROTHIAZIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,BOTTU,Non Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,139.7,87.3,83.19,0,,DIPREZARFORT|100MG25MG|COMPRIMEPELLICULE
DIPREZAR FORT,100 MG / 25 MG,COMPRIME PELLICULE,LOSARTAN // HYDROCHLOROTHIAZIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,149.7,93.6,89.13,0,,DIPREZARFORT|100MG25MG|COMPRIMEPELLICULE
DIPREZAR FORT,100 MG / 25 MG,COMPRIME PELLICULE,LOSARTAN // HYDROCHLOROTHIAZIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,BOTTU,Commercialisé AO,AMM ENREGISTREE,BOITE DE 90,GN,403.0,268.0,255.25,0,,DIPREZARFORT|100MG25MG|COMPRIMEPELLICULE
DIPRIVAN,200 MG / 20 ML,EMULSION INJECTABLE EN IV,PROPOFOL,ANESTHESIE-REANIMATION,MAPHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 5 AMPOULES DE 20 ML,PP,275.0,183.2,174.51,0,,DIPRIVAN|200MG20ML|EMULSIONINJECTABLEENIV
DIPRIVAN,500 MG / 50 ML,EMULSION INJECTABLE EN IV,PROPOFOL,ANESTHESIE-REANIMATION,MAPHAR,Non Commercialisé,AMM ENREGISTREE,BOITE DE 1 SERINGUE PREREMPLIE DE 50ML,PP,271.0,169.4,161.31,0,,DIPRIVAN|500MG50ML|EMULSIONINJECTABLEENIV
DIPROLENE,0.0005,CREME,BETAMETHASONE (DIPROPIONATE),,MSD,Retiré du Marché,AMM RETIREE,TUBE DE 15 G,PP,23.9,14.9,13.3,0,,DIPROLENE|0.0005|CREME
DIPROLENE,0.0005,POMMADE,BETAMETHASONE (DIPROPIONATE),DERMATOLOGIE-VENEROLOGIE,MAPHAR,Commercialisé,AMM ENREGISTREE,TUBE DE 15 G,PP,22.3,14.0,13.3,0,,DIPROLENE|0.0005|POMMADE
DIPROSALIC,0.0005,POMMADE,BETAMETHASONE (DIPROPIONATE) // ACIDE SALICYLIQUE,DERMATOLOGIE-VENEROLOGIE,PHI,Commercialisé,AMM ENREGISTREE,TUBE DE 30 G,PP,35.1,22.0,20.92,0,,DIPROSALIC|0.0005|POMMADE
DIPROSALIC,"0,064 G / 2 G",LOTION,BETAMETHASONE (DIPROPIONATE) // ACIDE SALICYLIQUE,DERMATOLOGIE-VENEROLOGIE,PHI,Non Commercialisé,AMM ENREGISTREE,TUBE DE 30 G,PP,39.2,24.5,23.31,0,,DIPROSALIC|0.064G2G|LOTION
DIPROSONE,0.0005,CREME,BETAMETHASONE (DIPROPIONATE),DERMATOLOGIE-VENEROLOGIE,PHI,Commercialisé,AMM ENREGISTREE,TUBE DE 15 G,PP,16.2,10.1,9.65,0,,DIPROSONE|0.0005|CREME
DIPROSONE,0.0005,CREME,BETAMETHASONE (DIPROPIONATE),DERMATOLOGIE-VENEROLOGIE,PHI,Commercialisé,AMM ENREGISTREE,TUBE DE 30 G,PP,30.4,19.0,18.08,0,,DIPROSONE|0.0005|CREME
DIPROSONE,0.0005,POMMADE,BETAMETHASONE (DIPROPIONATE),DERMATOLOGIE-VENEROLOGIE,PHI,Commercialisé,AMM ENREGISTREE,TUBE DE 15 G,PP,22.7,14.2,13.49,0,,DIPROSONE|0.0005|POMMADE
DIPROSONE,0.0005,POMMADE,BETAMETHASONE (DIPROPIONATE),DERMATOLOGIE-VENEROLOGIE,PHI,Commercialisé,AMM ENREGISTREE,TUBE DE 30 G,PP,30.4,19.0,18.08,0,,DIPROSONE|0.0005|POMMADE
