nom,dci,dosage,forme,presentation,laboratoire,classe_therapeutique,type_produit,statut_commercialisation,statut_amm,ppv,ph,pfht,tva,code_cnops,prix_base_remboursement_cnops,taux_remboursement_cnops,source
ONSET,ONDANSETRON (CHLOHYDRATE),8 MG,COMPRIME,BOITE DE 10,NOVOPHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Commercialisé,AMM ENREGISTREE,302.0,200.0,191.3,0.0,,,,ammps
ONSET,ONDANSETRON,8 MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME,,,GENERIQUE,,,,,,,6118001010165,323.0,70.0,cnops
ONSET,ONDANSETRON,8 MG,SOLUTION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE,,,GENERIQUE,,,,,,,6118010034565,90.5,70.0,cnops
ONSET,ONDANSETRON,8 MG,SOLUTION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE,,,GENERIQUE,,,,,,,6118001010103,90.5,70.0,cnops
ONSET,ONDANSETRON (CHLOHYDRATE),8 MG / 4 ML,SOLUTION INJECTABLE,1 AMPOULE DE 4 ML,NOVOPHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Commercialisé,AMM ENREGISTREE,84.6,52.8,50.34,0.0,,,,ammps
ONYCAL,TERBINAFINE,250 MG,COMPRIME SECABLE,BOITE DE 14,ATLAS PHARM,DERMATOLOGIE-VENEROLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,132.7,82.9,78.99,0.0,,,,ammps
ONYCAL,TERBINAFINE,250 MG,COMPRIME SECABLE,BOITE DE 28,ATLAS PHARM,DERMATOLOGIE-VENEROLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,251.0,157.1,149.64,0.0,,,,ammps
ONYCAL,TERBINAFINE,250 MG,COMPRIME SECABLE,BOITE DE 7,ATLAS PHARM,DERMATOLOGIE-VENEROLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,70.1,43.8,41.72,0.0,,,,ammps
ONYXINE,AMOROLFINE,0.05,VERNIS A ONGLES MEDICAMENTEUX,"BOITE D'UN FLACON DE 2,5 ML AVEC 10 SPATULES",ZENITH PHARMA,DERMATOLOGIE-VENEROLOGIE,GN,Commercialisé,AMM ENREGISTREE,191.7,119.8,114.1,0.0,,,,ammps
OPATAMOL,OLAPATADINE,1 MG,COLLYRE,1 FLACON 5 ML,,,PRINCEPS,,,,,,,6118001070442,90.7,0.0,cnops
OPATANOL,OLOPATADINE,1 MG / ML,COLLYRE,FLACON DE 5 ML,SOTHEMA,OPHTALMOLOGIE,PP,Commercialisé,AMM ENREGISTREE,84.8,53.0,50.46,0.0,,,,ammps
OPAVIR,ENTECAVIR,"0,5 MG",COMPRIME PELLICULE,BOITE DE 30,SPIMACO MAROC,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,1521.0,1257.0,1197.25,0.0,,,,ammps
OPAVIR,ENTECAVIR,1 MG,COMPRIME PELLICULE,BOITE DE 30,SPIMACO MAROC,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,1754.0,1496.0,1425.65,0.0,,,,ammps
OPRA DEVA,OMEPRAZOLE,20 MG,GELULE GASTRO-RESISTANTE,BOITE DE 14,DEVA PHARMACEUTIQUE,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Commercialisé,AMM ENREGISTREE,36.4,22.8,21.7,0.0,,,,ammps
OPRA DEVA,OMEPRAZOLE,20 MG,GELULE GASTRO-RESISTANTE,BOITE DE 28,DEVA PHARMACEUTIQUE,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Commercialisé,AMM ENREGISTREE,73.8,46.1,43.95,0.0,,,,ammps
OPRA DEVA,OMEPRAZOLE,20 MG,GELULE GASTRO-RESISTANTE,BOITE DE 7,DEVA PHARMACEUTIQUE,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Commercialisé,AMM ENREGISTREE,18.7,11.7,11.12,0.0,,,,ammps
OPSUMIT,MACITENTAN,10 MG,COMPRIME PELLICULE,BOITE DE 30,MAPHAR,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,PP,Commercialisé,AMM ENREGISTREE,26000.0,25498.0,25098.3,0.0,,,,ammps
OPTICILLINE,AMPICILLINE,1 G,POUDRE POUR PREPARATION INJECTABLE,BOITE DE 6 FLACON +6 SOLVANTS: ALCOOL BENZYLIQUE 3%,LAPROPHAN,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé AO,AMM ENREGISTREE,80.9,50.6,48.18,0.0,,,,ammps
OPTICILLINE,AMPICILLINE,1 G,POUDRE POUR PREPARATION INJECTABLE,FLACON + 1 SOLVANT: ALCOOL BENZYLIQUE 3%,LAPROPHAN,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé AO,AMM ENREGISTREE,16.8,10.5,10.01,0.0,,,,ammps
OPTICILLINE,AMPICILLINE,1 G,POUDRE POUR USAGE PARENTERAL,1 BOITE 6 FLACON,,,GENERIQUE,,,,,,,6118000031758,86.6,70.0,cnops
OPTICILLINE,AMPICILLINE,1 G,POUDRE POUR USAGE PARENTERAL,1 BOITE 6 FLACON,,,GENERIQUE,,,,,,,6118000031741,18.0,70.0,cnops
OPTICILLINE,AMPICILLINE,125 MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,,,GENERIQUE,,,,,,,6118000030386,21.8,70.0,cnops
OPTICILLINE,AMPICILLINE,250 MG,GELULE,1 BOITE 24 GELULE,,,GENERIQUE,,,,,,,6118000030409,51.8,70.0,cnops
OPTICILLINE,AMPICILLINE,250 MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,,,GENERIQUE,,,,,,,6118000030393,28.2,70.0,cnops
OPTICILLINE,AMPICILLINE,250 MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,,,GENERIQUE,,,,,,,6118000031727,34.2,70.0,cnops
OPTICILLINE,AMPICILLINE,250 MG,POUDRE POUR USAGE PARENTERAL,1 BOITE 1 FLACON,,,GENERIQUE,,,,,,,6118000030423,9.7,70.0,cnops
OPTICILLINE,AMPICILLINE,500 MG,GELULE,BOITE DE 12,LAPROPHAN,,GN,Retiré du Marché,AMM RETIREE,47.3,29.5,26.31,0.0,6118000031734,83.4,70.0,ammps+cnops
OPTICILLINE,AMPICILLINE,500 MG,GELULE,BOITE DE 12,LAPROPHAN,,GN,Retiré du Marché,AMM RETIREE,47.3,29.5,26.31,0.0,6118000030416,47.3,70.0,ammps+cnops
OPTICILLINE,AMPICILLINE,500 MG,GELULE,BOITE DE 24,LAPROPHAN,,GN,Retiré du Marché,AMM RETIREE,83.4,52.0,46.4,0.0,6118000031734,83.4,70.0,ammps+cnops
OPTICILLINE,AMPICILLINE,500 MG,GELULE,BOITE DE 24,LAPROPHAN,,GN,Retiré du Marché,AMM RETIREE,83.4,52.0,46.4,0.0,6118000030416,47.3,70.0,ammps+cnops
OPTICILLINE,AMPICILLINE,500 MG,POUDRE POUR PREPARATION INJECTABLE,BOITE DE 1 FLACON + 1 SOLVANT: ALCOOL BENZYLIQUE 3%,LAPROPHAN,INFECTIOLOGIE-PARASITOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,10.4,6.5,6.17,0.0,,,,ammps
OPTICILLINE,AMPICILLINE,500 MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,,,GENERIQUE,,,,,,,6118000032281,48.5,70.0,cnops
OPTICILLINE,AMPICILLINE,500 MG,POUDRE POUR USAGE PARENTERAL,1 BOITE 1 FLACON,,,GENERIQUE,,,,,,,6118000030430,11.1,70.0,cnops
OPTICRON,CROMOGLICATE DE SODIUM,0.02,COLLYRE,BOITE D’UN FLACON DE 10ML,MAPHAR,OPHTALMOLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,54.1,33.8,32.21,0.0,,,,ammps
OPTICRON,CROMOGLYCATE DE SODIUM,2 %,COLLYRE,1 FLACON 5 ML,,,PRINCEPS,,,,,,,6118010117206,104.3,0.0,cnops
OPTICRON,CROMOGLYCATE DE SODIUM,2 %,COLLYRE,1 FLACON 5 ML,,,PRINCEPS,,,,,,,6118001182985,104.3,0.0,cnops
OPTIPRED,PREDNISOLONE,0.01,COLLYRE,FLACON DE 5 ML,BOTTU,OPHTALMOLOGIE,GN,Commercialisé,AMM ENREGISTREE,21.9,13.7,13.02,0.0,,,,ammps
ORABLOC,ARTICAINE (CHLORHYDRATE) // ADRENALINE,40 MG / ML ADRENALINEE A 1: 100 000,SOLUTION INJECTABLE,"BOITE D E 100 CARTOUCHES DE 1,8 ML",KOSMOPHARM,ANESTHESIE-REANIMATION,,AMM sans prix,AMM ENREGISTREE,,,,0.0,,,,ammps
ORABLOC,ARTICAINE (CHLORHYDRATE) // ADRENALINE,40 MG / ML ADRENALINEE A 1: 200 000,SOLUTION INJECTABLE,"BOITE D E 100 CARTOUCHES DE 1,8 ML",KOSMOPHARM,ANESTHESIE-REANIMATION,,AMM sans prix,AMM ENREGISTREE,,,,0.0,,,,ammps
ORACEFAL,CEFADROXIL,1 G,COMPRIME DISPERSIBLE,1 BOITE 6 COMPRIME,,,PRINCEPS,,,,,,,6118010035722,100.0,70.0,cnops
ORACEFAL,CEFADROXIL,125 MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,,,PRINCEPS,,,,,,,6118010035418,25.8,70.0,cnops
ORACEFAL,CEFADROXIL,250 MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,,,PRINCEPS,,,,,,,6118010035425,45.9,70.0,cnops
ORACEFAL,CEFADROXIL,500 MG,GELULE,1 BOITE 12 GELULE,,,PRINCEPS,,,,,,,6118010035401,86.0,70.0,cnops
ORACEFAL,CEFADROXIL,500 MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,,,PRINCEPS,,,,,,,6118010035432,70.0,70.0,cnops
ORACILLINE,PHENOXYMETHYLPENICILLINE,1 MUI,COMPRIME,BOITE DE 12,SANOFI AVENTIS,,PP,Retiré du Marché,AMM RETIREE,40.3,25.1,22.42,0.0,,,,ammps
ORACILLINE,PHENOXYMETHYLPENICILLINE,1 MUI,COMPRIME SECABLE,1 BOITE 12 COMPRIME,,,PRINCEPS,,,,,,,6118000061007,32.9,70.0,cnops
ORADEXON,DEXAMETHASONE,"0,5 MG",COMPRIME,BOITE DE 20,MC PHARMA,ENDOCRINOLOGIE-METABOLISME,PP,Commercialisé,AMM ENREGISTREE,14.3,8.9,8.51,0.0,,,,ammps
ORADEXON,DEXAMETHASONE,0.5 MG,COMPRIME SECABLE,1 BOITE 20 COMPRIME,,,PRINCEPS,,,,,,,6118000080787,14.3,70.0,cnops
ORADEXON,DEXAMETHASONE,5 MG,SOLUTION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE,,,PRINCEPS,,,,,,,6118000080794,13.3,70.0,cnops
ORADEXON,DEXAMETHASONE (PHOSPHATE SODIQUE),5 MG / ML,SOLUTION INJECTABLE,BOITE DE 1 AMPOULE DE 1 ML,COOPER PHARMA,,PP,Retiré du Marché,AMM RETIREE,13.3,8.3,7.92,0.0,,,,ammps
ORADEXON ELIXIR,DEXAMETHASONE,"0,05 MG / ML",SIROP,FLACON DE 100 ML,COOPER PHARMA,ENDOCRINOLOGIE-METABOLISME,PP,Non Commercialisé,AMM ENREGISTREE,16.3,10.2,9.7,0.0,,,,ammps
ORADEXON ELIXIR,DEXAMETHASONE,0.05 MG,SUSPENSION BUVABLE,1 FLACON 100 ML,,,PRINCEPS,,,,,,,6118000081692,16.3,70.0,cnops
ORADEXON ELIXIR,DEXAMETHASONE,0.05 MG,SUSPENSION BUVABLE,1 FLACON 100 ML,,,PRINCEPS,,,,,,,6118000081913,16.3,70.0,cnops
ORAGIN,SPIRAMYCINE // METRONIDAZOLE,"0,75 MUI / 125 MG",COMPRIME,BOITE DE 30,NOVOPHARMA,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,71.9,45.0,42.83,0.0,,,,ammps
ORAGIN,SPIRAMYCINE / METRONIDAZOLE,0.75 / 125 MUI / MG,COMPRIME,1 BOITE 30 COMPRIME,,,GENERIQUE,,,,,,,6118000140894,77.0,70.0,cnops
ORALGAN CODEINE,PARACETAMOL / CODEINE,300 / 25 MG / MG,COMPRIME,1 BOITE 10 COMPRIME,,,PRINCEPS,,,,,,,6118000011187,14.0,70.0,cnops
ORAPRED,PREDNISOLONE,20 MG,COMPRIME EFFERVESCENT,BOITE DE 15,PROMOPHARM,,GN,Retiré du Marché,AMM RETIREE,36.4,22.7,21.66,0.0,,,,ammps
ORAPRED,PREDNISOLONE,20 MG,COMPRIME EFFERVESCENT,BOITE DE 30,PROMOPHARM,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé,AMM ENREGISTREE,60.0,37.5,35.71,0.0,,,,ammps
ORAPRED,PREDNISOLONE,20 MG,COMPRIME EFFERVESCENT SECABLE,1 BOITE 30 COMPRIME,,,GENERIQUE,,,,,,,6118010000249,65.0,70.0,cnops
ORAPRED,PREDNISOLONE,20 MG,COMPRIME EFFERVESCENT SECABLE,1 BOITE 30 COMPRIME,,,GENERIQUE,,,,,,,6118000241829,65.0,70.0,cnops
ORAPRED,PREDNISOLONE,5 MG,COMPRIME EFFERVESCENT,BOITE DE 30,PROMOPHARM,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé,AMM ENREGISTREE,20.0,12.5,11.9,0.0,,,,ammps
ORAPRED,PREDNISOLONE,5 MG,COMPRIME EFFERVESCENT,BOITE DE 60,PROMOPHARM,,GN,Retiré du Marché,AMM RETIREE,38.0,23.7,22.62,0.0,,,,ammps
ORAPRED 5 MG,PREDNISOLONE,5 MG,COMPRIME EFFERVESCENT,1 BOITE 30 COMPRIME EFFERVESCENT,,,GENERIQUE,,,,,,,6118010115745,20.0,70.0,cnops
ORAPRED 5 MG,PREDNISOLONE,5 MG,COMPRIME EFFERVESCENT,1 BOITE 30 COMPRIME EFFERVESCENT,,,GENERIQUE,,,,,,,6118000242024,20.0,70.0,cnops
ORAPRED 5 MG,PREDNISOLONE,5 MG,COMPRIME EFFERVESCENT,1 BOITE 30 COMPRIME EFFERVESCENT,,,GENERIQUE,,,,,,,6118010115752,38.0,70.0,cnops
ORAPRED 5 MG,PREDNISOLONE,5 MG,COMPRIME EFFERVESCENT,1 BOITE 30 COMPRIME EFFERVESCENT,,,GENERIQUE,,,,,,,6118000242031,38.0,70.0,cnops
ORCHIS,DESOGESTREL,"0,075 MG",COMPRIME PELLICULE,BOITE DE 28,ZENITH PHARMA,GYNECOLOGIE-OBSTETRIQUE-CONTRACEPTION,GN,Commercialisé,AMM ENREGISTREE,39.2,24.5,23.36,0.0,,,,ammps
ORELOX,CEFPODOXIME PROXETIL,100 MG,COMPRIME PELLICULE,BOITE DE 10,SOTHEMA,INFECTIOLOGIE-PARASITOLOGIE,PP,Commercialisé,AMM ENREGISTREE,100.1,62.6,59.6,0.0,6118001080601,115.3,70.0,ammps+cnops
ORELOX,CEFPODOXIME,40 MG,GRANULE POUR SUSPENSION BUVABLE,1 FLACON 50 ML,,,PRINCEPS,,,,,,,6118001080618,81.0,70.0,cnops
ORELOX,CEFPODOXIME,40 MG,GRANULE POUR SUSPENSION BUVABLE,1 FLACON 50 ML,,,PRINCEPS,,,,,,,6118001080625,107.2,70.0,cnops
ORELOX ENFANT ET NOURRISSONS,CEFPODOXIME PROXETIL,40 MG / 5 ML,SUSPENSION BUVABLE,FLACON DE 100 ML,SOTHEMA,INFECTIOLOGIE-PARASITOLOGIE,PP,Commercialisé,AMM ENREGISTREE,100.2,62.6,59.62,0.0,,,,ammps
ORELOX ENFANT ET NOURRISSONS,CEFPODOXIME PROXETIL,40 MG / 5 ML,SUSPENSION BUVABLE,FLACON DE 50ML,SOTHEMA,INFECTIOLOGIE-PARASITOLOGIE,PP,Commercialisé,AMM ENREGISTREE,71.8,44.9,42.77,0.0,,,,ammps
OREX,CEFALEXINE,125 MG,GRANULE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,,,GENERIQUE,,,,,,,6118000020752,24.0,70.0,cnops
OREX,CEFALEXINE,125 MG / 5 ML,GRANULE POUR SUSPENSION BUVABLE,FLACON DE 60 ML,SOTHEMA,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,22.5,14.0,13.38,0.0,,,,ammps
OREX,CEFALEXINE,250 MG,GRANULE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,,,GENERIQUE,,,,,,,6118000020769,37.7,70.0,cnops
OREX,CEFALEXINE,250 MG / 5 ML,GRANULE POUR SUSPENSION BUVABLE,FLACON DE 60 ML,SOTHEMA,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,35.3,22.0,21.0,0.0,,,,ammps
OREX,CEFALEXINE,500 MG,GELULE,BOITE DE 12,SOTHEMA,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,59.1,36.9,35.19,0.0,6118000021155,63.2,70.0,ammps+cnops
ORGALUTRAN,GANIRELIX,"0,25 MG / 0,5 ML",SOLUTION INJECTABLE,BOITE DE 1 SERINGUE,MSD,ENDOCRINOLOGIE-METABOLISME,PP,Non Commercialisé,AMM ENREGISTREE,476.0,316.0,301.81,0.0,,,,ammps
ORGALUTRAN,GANIRELIX,"0,25 MG / 0,5 ML",SOLUTION INJECTABLE,BOITE DE 5 SERINGUES,MAPHAR,ENDOCRINOLOGIE-METABOLISME,PP,Commercialisé,AMM ENREGISTREE,1707.0,1448.0,1379.7,0.0,,,,ammps
ORGALUTRAN,GANIRELIX,0.25 MG,SOLUTION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE,,,PRINCEPS,,,,,,,6118001100996,512.6,0.0,cnops
ORGALUTRAN,GANIRELIX,0.25 MG,SOLUTION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE,,,PRINCEPS,,,,,,,6118001100484,2343.3,0.0,cnops
OROKEN,CEFIXIME,100 MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 40 ML,,,PRINCEPS,,,,,,,6118001080052,119.3,70.0,cnops
OROKEN,CEFIXIME (TRIHYDRATE),200 MG,COMPRIME PELLICULE,BOITE DE 8,MAPHAR,INFECTIOLOGIE-PARASITOLOGIE,PP,Commercialisé,AMM ENREGISTREE,108.7,67.9,64.69,0.0,6118000061069,143.6,70.0,ammps+cnops
OROKEN,CEFIXIME,40 MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 40 ML,,,PRINCEPS,,,,,,,6118001080069,70.6,70.0,cnops
OROKEN ENFANTS,CEFIXIME (TRIHYDRATE),100 MG / 5 ML,POUDRE POUR SUSPENSION BUVABLE,FLACON DE 40ML,MAPHAR,INFECTIOLOGIE-PARASITOLOGIE,PP,Commercialisé,AMM ENREGISTREE,111.5,69.7,66.37,0.0,,,,ammps
